2025-12-10T18:24:29.901Z [debug]: Order 6607465218283 (Date: 2025-12-05): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:29.901Z [debug]: Order 6607742894315 (Date: 2025-12-05): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:29.902Z [debug]: Order 6607918235883 (Date: 2025-12-05): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:29.902Z [debug]: Order 6608036135147 (Date: 2025-12-05): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:29.902Z [debug]: Order 6608243523819 (Date: 2025-12-05): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:29.902Z [debug]: Order 6608257515755 (Date: 2025-12-05): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:29.902Z [debug]: Order 6608294772971 (Date: 2025-12-05): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:29.903Z [debug]: Order 6608325279979 (Date: 2025-12-05): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:29.903Z [debug]: Order 6608348348651 (Date: 2025-12-05): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:29.903Z [debug]: Order 6608357720299 (Date: 2025-12-05): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:29.903Z [debug]: Order 6608367255787 (Date: 2025-12-05): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:29.903Z [debug]: Order 6608388292843 (Date: 2025-12-05): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:29.903Z [debug]: Order 6608399499499 (Date: 2025-12-05): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:29.904Z [debug]: Order 6608450715883 (Date: 2025-12-05): Payment Gateways: [] | isCOD: false | isPrepaid: false | Cancelled: false
2025-12-10T18:24:29.904Z [debug]: Order 6608477323499 (Date: 2025-12-05): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:29.904Z [debug]: Order 6608539582699 (Date: 2025-12-05): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:29.904Z [debug]: Order 6608726294763 (Date: 2025-12-05): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:29.904Z [debug]: Order 6608846127339 (Date: 2025-12-05): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:29.904Z [debug]: Order 6608854384875 (Date: 2025-12-05): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:29.904Z [debug]: Order 6608867721451 (Date: 2025-12-05): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:29.905Z [debug]: Order 6608958947563 (Date: 2025-12-05): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:24:30.097Z [debug]: Order 6608968810731 (Date: 2025-12-05): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:32:57.924Z [debug]: Order 7002256146742 (Date: 2025-12-05): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:32:57.925Z [debug]: Order 7002914652470 (Date: 2025-12-05): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:32:57.925Z [debug]: Order 7002942603574 (Date: 2025-12-05): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
