2025-12-17T05:37:23.037Z [debug]: Order 6421968027841 (Date: 2025-04-15): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:23.037Z [debug]: Order 6422224437441 (Date: 2025-04-15): Payment Gateways: [] | isCOD: false | isPrepaid: false | Cancelled: false
2025-12-17T05:37:23.037Z [debug]: Order 6422573220033 (Date: 2025-04-15): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:21.830Z [debug]: Order 6272145359008 (Date: 2025-04-15): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:21.830Z [debug]: Order 6272387416224 (Date: 2025-04-15): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:21.831Z [debug]: Order 6272441614496 (Date: 2025-04-15): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:22.021Z [debug]: Order 6272475594912 (Date: 2025-04-15): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:50:22.022Z [debug]: Order 6272548438176 (Date: 2025-04-15): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:22.022Z [debug]: Order 6272555024544 (Date: 2025-04-15): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:22.022Z [debug]: Order 6272643661984 (Date: 2025-04-15): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:22.023Z [debug]: Order 6272755073184 (Date: 2025-04-15): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:22.023Z [debug]: Order 6272939229344 (Date: 2025-04-15): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:34.897Z [debug]: Order 6421968027841 (Date: 2025-04-15): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:34.898Z [debug]: Order 6422224437441 (Date: 2025-04-15): Payment Gateways: [] | isCOD: false | isPrepaid: false | Cancelled: false
2025-12-17T06:25:34.898Z [debug]: Order 6422573220033 (Date: 2025-04-15): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
