2025-12-17T05:37:23.736Z [debug]: Order 6631465451713 (Date: 2025-08-12): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:23.736Z [debug]: Order 6631881834689 (Date: 2025-08-12): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:23.736Z [debug]: Order 6632242282689 (Date: 2025-08-12): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:23.736Z [debug]: Order 6632688681153 (Date: 2025-08-12): Payment Gateways: [PayGlocal: Card Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:23.736Z [debug]: Order 6632842723521 (Date: 2025-08-12): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:16.212Z [debug]: Order 6425095078048 (Date: 2025-08-12): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:16.410Z [debug]: Order 6425302597792 (Date: 2025-08-12): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:16.411Z [debug]: Order 6425430950048 (Date: 2025-08-12): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:16.411Z [debug]: Order 6425446547616 (Date: 2025-08-12): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:16.611Z [debug]: Order 6425695977632 (Date: 2025-08-12): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:50:16.611Z [debug]: Order 6425752928416 (Date: 2025-08-12): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:16.612Z [debug]: Order 6425849102496 (Date: 2025-08-12): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:16.812Z [debug]: Order 6426041876640 (Date: 2025-08-12): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:36.405Z [debug]: Order 6631465451713 (Date: 2025-08-12): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:36.406Z [debug]: Order 6631881834689 (Date: 2025-08-12): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:36.406Z [debug]: Order 6632242282689 (Date: 2025-08-12): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:36.406Z [debug]: Order 6632688681153 (Date: 2025-08-12): Payment Gateways: [PayGlocal: Card Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:36.406Z [debug]: Order 6632842723521 (Date: 2025-08-12): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
