2025-12-17T05:37:26.713Z [debug]: Order 6737180262593 (Date: 2025-10-07): Payment Gateways: [PayGlocal: Card Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:26.714Z [debug]: Order 6737303765185 (Date: 2025-10-07): Payment Gateways: [PayGlocal: Card Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:26.714Z [debug]: Order 6737496932545 (Date: 2025-10-07): Payment Gateways: [] | isCOD: false | isPrepaid: false | Cancelled: false
2025-12-17T05:37:26.714Z [debug]: Order 6738048254145 (Date: 2025-10-07): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:36.956Z [debug]: Order 6497464615072 (Date: 2025-10-07): Payment Gateways: [] | isCOD: false | isPrepaid: false | Cancelled: false
2025-12-17T05:50:36.957Z [debug]: Order 6497651818656 (Date: 2025-10-07): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:37.160Z [debug]: Order 6497767653536 (Date: 2025-10-07): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:37.161Z [debug]: Order 6497882374304 (Date: 2025-10-07): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:37.161Z [debug]: Order 6498007842976 (Date: 2025-10-07): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:37.355Z [debug]: Order 6498152087712 (Date: 2025-10-07): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:39.416Z [debug]: Order 6737180262593 (Date: 2025-10-07): Payment Gateways: [PayGlocal: Card Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:39.416Z [debug]: Order 6737303765185 (Date: 2025-10-07): Payment Gateways: [PayGlocal: Card Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:39.417Z [debug]: Order 6737496932545 (Date: 2025-10-07): Payment Gateways: [] | isCOD: false | isPrepaid: false | Cancelled: false
2025-12-17T06:25:39.417Z [debug]: Order 6738048254145 (Date: 2025-10-07): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
