2025-12-17T05:37:23.374Z [debug]: Order 6613278589121 (Date: 2025-08-02): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:37:23.374Z [debug]: Order 6613406548161 (Date: 2025-08-02): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:23.374Z [debug]: Order 6613869920449 (Date: 2025-08-02): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:13.345Z [debug]: Order 6412019859616 (Date: 2025-08-02): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:13.345Z [debug]: Order 6412409733280 (Date: 2025-08-02): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:13.345Z [debug]: Order 6412410388640 (Date: 2025-08-02): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:13.345Z [debug]: Order 6412567150752 (Date: 2025-08-02): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:13.345Z [debug]: Order 6412927172768 (Date: 2025-08-02): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:13.345Z [debug]: Order 6412959776928 (Date: 2025-08-02): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:13.544Z [debug]: Order 6412973965472 (Date: 2025-08-02): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:36.017Z [debug]: Order 6613278589121 (Date: 2025-08-02): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:36.018Z [debug]: Order 6613406548161 (Date: 2025-08-02): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:36.018Z [debug]: Order 6613869920449 (Date: 2025-08-02): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
