2025-12-17T05:35:45.940Z [debug]: Order 5737440182465 (Date: 2024-01-31): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:35:46.128Z [debug]: Order 5737814655169 (Date: 2024-01-31): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:35:46.128Z [debug]: Order 5737910108353 (Date: 2024-01-31): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:35:46.128Z [debug]: Order 5738315481281 (Date: 2024-01-31): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:22.676Z [debug]: Order 5632567640224 (Date: 2024-01-31): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:22.676Z [debug]: Order 5632751075488 (Date: 2024-01-31): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:22.676Z [debug]: Order 5633658486944 (Date: 2024-01-31): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:22.677Z [debug]: Order 5633729331360 (Date: 2024-01-31): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:22.677Z [debug]: Order 5634247393440 (Date: 2024-01-31): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:24:00.615Z [debug]: Order 5737440182465 (Date: 2024-01-31): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T06:24:00.878Z [debug]: Order 5737814655169 (Date: 2024-01-31): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T06:24:00.878Z [debug]: Order 5737910108353 (Date: 2024-01-31): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:24:00.878Z [debug]: Order 5738315481281 (Date: 2024-01-31): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
