2025-12-17T05:35:39.930Z [debug]: Order 6132642185409 (Date: 2024-10-14): Payment Gateways: [PayGlocal: Card Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:35:40.104Z [debug]: Order 6132674592961 (Date: 2024-10-14): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:35:40.280Z [debug]: Order 6132939587777 (Date: 2024-10-14): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: true
2025-12-17T05:35:40.280Z [debug]: Order 6132958593217 (Date: 2024-10-14): Payment Gateways: [] | isCOD: false | isPrepaid: false | Cancelled: false
2025-12-17T05:35:40.280Z [debug]: Order 6133127741633 (Date: 2024-10-14): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:35:40.281Z [debug]: Order 6133155332289 (Date: 2024-10-14): Payment Gateways: [Razorpay Secure] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:34.149Z [debug]: Order 6029657768096 (Date: 2024-10-14): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:34.149Z [debug]: Order 6029866074272 (Date: 2024-10-14): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:34.150Z [debug]: Order 6029907296416 (Date: 2024-10-14): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:34.150Z [debug]: Order 6030216790176 (Date: 2024-10-14): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:34.332Z [debug]: Order 6030249164960 (Date: 2024-10-14): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:48:34.333Z [debug]: Order 6030358020256 (Date: 2024-10-14): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:34.333Z [debug]: Order 6030378860704 (Date: 2024-10-14): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:23:55.357Z [debug]: Order 6132642185409 (Date: 2024-10-14): Payment Gateways: [PayGlocal: Card Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:23:55.556Z [debug]: Order 6132674592961 (Date: 2024-10-14): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T06:23:55.761Z [debug]: Order 6132939587777 (Date: 2024-10-14): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: true
2025-12-17T06:23:55.761Z [debug]: Order 6132958593217 (Date: 2024-10-14): Payment Gateways: [] | isCOD: false | isPrepaid: false | Cancelled: false
2025-12-17T06:23:55.762Z [debug]: Order 6133127741633 (Date: 2024-10-14): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:23:55.762Z [debug]: Order 6133155332289 (Date: 2024-10-14): Payment Gateways: [Razorpay Secure] | isCOD: false | isPrepaid: true | Cancelled: false
