2025-12-17T05:37:24.888Z [debug]: Order 6230620340417 (Date: 2024-12-12): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:37:24.888Z [debug]: Order 6231478173889 (Date: 2024-12-12): Payment Gateways: [cash_on_delivery, manual] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:37:25.068Z [debug]: Order 6231774298305 (Date: 2024-12-12): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:37:25.068Z [debug]: Order 6231984603329 (Date: 2024-12-12): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:01.073Z [debug]: Order 6110671241376 (Date: 2024-12-12): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:01.073Z [debug]: Order 6110785568928 (Date: 2024-12-12): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:01.074Z [debug]: Order 6110973001888 (Date: 2024-12-12): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:37.797Z [debug]: Order 6230620340417 (Date: 2024-12-12): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:37.797Z [debug]: Order 6231478173889 (Date: 2024-12-12): Payment Gateways: [cash_on_delivery, manual] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:37.975Z [debug]: Order 6231774298305 (Date: 2024-12-12): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T06:25:37.976Z [debug]: Order 6231984603329 (Date: 2024-12-12): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
