2025-12-17T05:37:30.738Z [debug]: Order 6378238279873 (Date: 2025-03-18): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:30.919Z [debug]: Order 6378310598849 (Date: 2025-03-18): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:37:30.920Z [debug]: Order 6378312237249 (Date: 2025-03-18): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:30.920Z [debug]: Order 6378321051841 (Date: 2025-03-18): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:30.920Z [debug]: Order 6378327670977 (Date: 2025-03-18): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:30.920Z [debug]: Order 6378634051777 (Date: 2025-03-18): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:09.447Z [debug]: Order 6238343364768 (Date: 2025-03-18): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:09.448Z [debug]: Order 6238803230880 (Date: 2025-03-18): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:09.448Z [debug]: Order 6238830526624 (Date: 2025-03-18): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:43.582Z [debug]: Order 6378238279873 (Date: 2025-03-18): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:43.765Z [debug]: Order 6378310598849 (Date: 2025-03-18): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T06:25:43.766Z [debug]: Order 6378312237249 (Date: 2025-03-18): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:43.766Z [debug]: Order 6378321051841 (Date: 2025-03-18): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:43.766Z [debug]: Order 6378327670977 (Date: 2025-03-18): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:43.766Z [debug]: Order 6378634051777 (Date: 2025-03-18): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
