2025-12-10T18:23:33.610Z [debug]: Order 6461717545195 (Date: 2025-09-20): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:33.611Z [debug]: Order 6461747069163 (Date: 2025-09-20): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:33.611Z [debug]: Order 6461754441963 (Date: 2025-09-20): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:33.611Z [debug]: Order 6462145986795 (Date: 2025-09-20): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:33.611Z [debug]: Order 6462195335403 (Date: 2025-09-20): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:33.612Z [debug]: Order 6462219845867 (Date: 2025-09-20): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:33.612Z [debug]: Order 6462266540267 (Date: 2025-09-20): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:33.612Z [debug]: Order 6462284333291 (Date: 2025-09-20): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:33.612Z [debug]: Order 6462286102763 (Date: 2025-09-20): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:33.612Z [debug]: Order 6462290919659 (Date: 2025-09-20): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:33.612Z [debug]: Order 6462296031467 (Date: 2025-09-20): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:33.792Z [debug]: Order 6462319853803 (Date: 2025-09-20): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:33.792Z [debug]: Order 6462356881643 (Date: 2025-09-20): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:33.792Z [debug]: Order 6462359634155 (Date: 2025-09-20): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:33.792Z [debug]: Order 6462375887083 (Date: 2025-09-20): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
